AGS_final,risk,lisa_I,lisa_p,lisa_class
01058031,9.289293262330472e-4,0.09876487756297804,0.5217378813321203,Not significant
01058048,0,0.08595481410220701,0.590882887393479,Not significant
01058068,0.013935956160911119,0.04594724116086487,0.5324345119665324,Not significant
01058071,0,0.0827869241877699,0.6046295527108105,Not significant
01058075,0.017128750189681508,0.033508739645395344,0.5335328367462224,Not significant
01058086,2.1368548040630504e-4,0.08364609669054854,0.5978552120326563,Not significant
01058101,0,0.10152992831534227,0.5254823275040721,Not significant
01058148,0.0011209285080006216,0.08154289235247078,0.5939611152853738,Not significant
01058155,0,0.10152992831534227,0.5254823275040721,Not significant
01058172,0,0.10112740803430885,0.527124763775327,Not significant
01058011,0,0.10245161189946368,0.5217313917422486,Not significant
01058021,0,0.10239656714197447,0.5219550177000198,Not significant
01058023,0,0.10245161189946368,0.5217313917422486,Not significant
01058027,0,0.10245161189946368,0.5217313917422486,Not significant
01058038,0,0.10245161189946368,0.5217313917422486,Not significant
01058045,0,0.10245161189946368,0.5217313917422486,Not significant
01058046,0,0.10245161189946368,0.5217313917422486,Not significant
01058049,5.5477487467526804e-5,0.10223143286950682,0.5217317799233047,Not significant
01058059,0,0.10245161189946368,0.5217313917422486,Not significant
01058065,0,0.10239656714197447,0.5219550177000198,Not significant
01058091,0,0.10245161189946368,0.5217313917422486,Not significant
01058094,0,0.10245161189946368,0.5217313917422486,Not significant
01058117,0,0.10245161189946368,0.5217313917422486,Not significant
01058120,0,0.10245161189946368,0.5217313917422486,Not significant
01058147,0,0.10245161189946368,0.5217313917422486,Not significant
01058163,0,0.10245161189946368,0.5217313917422486,Not significant
01058168,0,0.10245161189946368,0.5217313917422486,Not significant
01058026,0,0.10245161189946368,0.5217313917422486,Not significant
01058073,0,0.10239656714197445,0.5219550177000201,Not significant
01058122,0,0.10245161189946368,0.5217313917422486,Not significant
01058124,0,0.10245161189946368,0.5217313917422486,Not significant
01058132,0,0.10245161189946368,0.5217313917422486,Not significant
01058140,0,0.10245161189946368,0.5217313917422486,Not significant
01058146,0,0.10245161189946368,0.5217313917422486,Not significant
01058016,0,0.10245161189946368,0.5217313917422486,Not significant
01058022,0,0.10245161189946368,0.5217313917422486,Not significant
01058033,0,0.10245161189946368,0.5217313917422486,Not significant
